Index;Reviewer Name;Reviewer Rating;Review;Time
249;Daniel;"<span aria-label="" 1 estrella "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/> </span>";Usan como empresa de reparto envialia, por lo tanto tendréis suerte si os llega el pedido.…;Hace 4 meses
250;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Buen vendedor productos con buenas promociones, envío rápido, muy recomendable;Hace 3 meses
251;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";La web está llena de productos, muchos más baratos de lo que seria una farmacia convencional y el envío es rápido!…;Hace 3 meses
252;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Siempre grandes ofertas y envíos super rápidos, la mejor opción sin duda;Hace 2 meses
253;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Me lo recetó el traumatólogo para el dolor de cadera y me funciona muy bien. Comprarlo en MiFarma es garantía de rapidez y buen precio. Lo recomiendo.;Hace 3 meses
254;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Ya he convertido Mifarma el lugar donde compro los colirios, el tahin ...y estoy encantada tanto por la calidad-precio como por el rápido envío y los detalles que tienen con el pedido.;Hace 5 meses
255;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Desde cuando descubri esta tienda  sigo comprando todo lo que necesito de aqui porque tiene una variedad de productos muy buenos y a un precio inmejorable. Son muy profesionales y cada producto que he comprado de aqui ( y no son pocos)…;Hace 7 meses
256;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";En principio todo el pedido a ido bien, a excepción de ingresar un descuento del 15% por primera compra, que no he podido ver como se aplicaba.;Hace 3 meses
257;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";"Estoy encantada con los productos de la roche posay, los usamos tanto mi hija como yo , y nos van muy bien.
Llevamos utilizandolos unos meses y sin duda los seguiremos usando.
Gracias Mifarma.";Hace 6 meses
258;Antonio;"<span aria-label="" 1 estrella "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/> </span>";Son unos estafadores,compré una crema solar y me mandan otra diferente,por más que les he comentado que el fallo es de ellos me dicen que la devolución corre por mi cuenta y que la imagen de la crema que yo había comprado no está…;Hace 7 meses
259;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Empecé a comprar mascarillas por la pandemia y he terminado comprando un montón de artículos variados, desde crema para la cara hasta vitaminas. Me gusta comprar en MiFarma, el servicio es bueno y la entrega rápida.;Hace 5 meses
260;Antonio;"<span aria-label="" 1 estrella "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/><img alt="""" class=""hCCjke"" jsan=""7.hCCjke,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png""/> </span>";Recibo hoy día 5-11 mi pedido, y cuando lo abro uno de los botes de dentro está roto, llamo al número de contacto de mifarma a las 9.45 y me dice que el horario es a partir de las 10 de la mañana, llamo a las 10.05 y me sale que ese número…;Hace un año
261;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Adoro esta pagina por la calidad de los productos,el precio y la rapidez de envio!!;Hace 3 meses
262;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Muy buena opción para comprar productos de cosmética o farmacia, tiene una amplia variedad de productos, suele haber descuentos y el envío es bastante rápido, lo recomiendo;Hace 3 meses
263;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Después de tanto buscar me encontré con mifarma una página de compra online que tiene muy buenos precios y la página web es súper, buscaba productos de la roche posay por mi piel sensible con rosacea y vaya que variedad y precios 👍;Hace 2 meses
264;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Muy contenta con la web de Mifarma. Buenísima relación calidad-precio, entregas con empresas de transporte que trabajan bien y gran variedad de productos. De confianza,;Hace 3 meses
265;Daniel;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Los he conocido por culpa de esta pandemia,he realizado ya bastantes compras y no he tenido ningún problema,ni con la entrega ni con los productos,estoy muy contento con ellos,sin duda los recomiendo .;Hace 3 meses
266;Antonio;"<span aria-label="" 5 estrellas "" class=""ODSEW-ShBeI-H1e3jb"" jsan=""7.ODSEW-ShBeI-H1e3jb,0.aria-label,0.role,t-1xcf3_7ROhA"" jstcache=""127"" role=""img""> <img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""0"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""1"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""2"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""3"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/><img alt="""" class=""hCCjke vzX5Ic"" jsan=""7.hCCjke,7.vzX5Ic,8.src,0.alt"" jsinstance=""*4"" jstcache=""170"" src=""//maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png""/> </span>";Siempre contenta con las ofertas y los productos, y con rapidez en los envíos que para mi es muy importante.;Hace 3 meses
